IdEntidad,Nit,RazónSocial,Departamento,Municipio,Dirección,CódigoPostal,Teléfono,Fax,email,PáginaWeb,ÁmbitoSIIF
212054520,890506116:8,Pamplonita,DEPARTAMENTO DE NORTE DE SANTANDER,PAMPLONITA,CALLE 3 NO 2-08 BARRIO CENTRO,543030,"097-5684999,5684929",097-5684999,alcaldia@pamplonita-nortedesantander.gov.co,http://,No
212054720,800099263:8,Sardinata,DEPARTAMENTO DE NORTE DE SANTANDER,SARDINATA,CALLE 6 6 55,545530,097-5665167,097-5665167,tesoreria@sardinata-nortedesantander.gov.co,http://www.sardinata-nortedesantander.gov.co,No
212054820,890501362:0,Toledo - Norte de Santander,DEPARTAMENTO DE NORTE DE SANTANDER,TOLEDO (NORTE DE SANTANDER),CALLE 13  5 35 NUEVA SEDE ADMINISTRATIVA,542030,"097-5670028,5670078,",097-5670028,alcaldia@toledo-nortedesantander.gov.co,http://www.toledo-nortedesantander.gov.co,No
212068020,800099455:5,Albania - Santander,DEPARTAMENTO DE SANTANDER,ALBANIA (SANTANDER),CALLE 2 NO. 3 - 81,684531,"097-7265251,7265441",097-7265251,alcaldia@albania-santander.gov.co,http://www.albania-santander.gov.co,No
212068320,800099694:9,Guadalupe - Santander,DEPARTAMENTO DE SANTANDER,GUADALUPE (SANTANDER),CARRERA 4 NO.5-11,683051,"097-7180062,7180123",097-7180123,alcaldia@guadalupe-santander.gov.co,http://www.guadalupe-santander.gov.co,No
212068720,800099832:9,Santa Helena de Opón,DEPARTAMENTO DE SANTANDER,SANTA HELENA DE OPON,CARRERAA 4 # 3-40,685501,037-3208366063,037-3208366063,alcaldia@santahelenadelopon-santander.gov.co,http://www.santahelenadelopon-santander.gov.co,No
212068820,890205581:8,Tona,DEPARTAMENTO DE SANTANDER,TONA,CALLE 7 # 3-11 ALCALDIA MUNICIPAL TONA,680541,097-6277522,097-6277553,tesorodetona@hotmail.com,http://www.tona-santander.gov.co,No
212070820,892200839:7,Santiago de Tolú,DEPARTAMENTO DE SUCRE,SANTIAGO DE TOLU,CARRERA 2a. N° 15-43,706010,605-2860192,605-2860192,alcaldia@santiagodetolu_sucre.gov.co,http://www.santiagodetolu_sucre.gov.co,No
212073520,809002637:5,Palocabildo,DEPARTAMENTO DE TOLIMA,PALOCABILDO,CALLE 5 NO 8-21,731587,"098-2529860,2529940,2529860",098-2529940,teralex10@hotmail.com,http://www.palocabildo-tolima.gov.co,No
212076020,891901079:0,Alcalá,DEPARTAMENTO DE VALLE DEL CAUCA,ALCALA,CARRERAA 8 NO 5 - 35,762040,092-2004171,092-2004169,despacho@alcala-valle.gov.co,http://www.alcala-valle.gov.co,No
212076520,891380007:3,Palmira,DEPARTAMENTO DE VALLE DEL CAUCA,PALMIRA,CARRERAA 29 CALLE 30 ESQUINA,763533,092-2709592,092-2709690,atencionalciudadano@palmira.gov.co,http://www.palmira.gov.co,No
212081220,800014434:6,Cravo Norte,DEPARTAMENTO DE ARAUCA,CRAVO NORTE,CARRERAA 4 NO 2-62 BARRIO EL CENTRO,812010,097-8889058,097-8889058,alcaldia@cravonorte-arauca.gov.co,http://www.cravonorte-arauca.gov.co/,No
212086320,800102896:2,Orito,DEPARTAMENTO DE PUTUMAYO,ORITO,CALLE 8 NRO 12-38 BARRIO MARCO FIDEL SUAREZ,862001,098-4292132,098-4292132,despacho@orito-putumayo.gov.co,http://www.orito-putumayo.gov.co,No
212105021,890983701:1,Alejandría,DEPARTAMENTO DE ANTIOQUIA,ALEJANDRIA,CALLE 20 19 36,053820,094-5805021,094-3814349,hacienda@alejandria-antioquia.gov.co,http://www.alejandria-antioquia.gov.co,No
212105321,890983830:3,Guatapé,DEPARTAMENTO DE ANTIOQUIA,GUATAPE,CALLE 31 NO. 30 - 08 PLAZA PRINCIPAL ALCALDIA MUNICIPAL,053840,"094-8610555,8610673,253538",094-8610672,contabilidad@guatape-antioquia.gov.co,http://www.municipiodeguatape.gov.co/,No
212108421,890103003:4,Luruaco,DEPARTAMENTO DE ATLANTICO,LURUACO,CALLE 17 NO 20-27,085060,095-8749047,095-8749047,alcaldia@luruaco-atlantico.gov.co,http://www.luruaco_atlantico.gov.co,No
212115621,891801770:3,Rondón,DEPARTAMENTO DE BOYACA,RONDON,CARRERAA 4 NO 4-41,153420,098-7404542,098-7404542,alcaldia@rondon-boyaca.gov.co,http://www.rondon-boyaca.gov.co,No
212119821,891500887:4,Toribío,DEPARTAMENTO DE CAUCA,TORIBIO,CARRERA 3 NO  3 -12,192001,"092-8498281,8498233",092-8498281,alcaldia@toribio-cauca.gov.co,http://www.toribio-cauca.gov.co,No
212120621,800096605:1,La Paz (Robles) - Cesar,DEPARTAMENTO DE CESAR,LA PAZ (ROBLES),CARRERAA 7 CALLE 8A N 09,202010,095-5771240,095-5771240,contabilidad@lapazrobles-cesar.gov.co,http://www.lapazrobles-cesar.gov.co,No
212152621,800099132:1,Roberto Payán (San José),DEPARTAMENTO DE NARIÑO,ROBERTO PAYAN (SAN JOSE),CAM ROBERTO PAYAN,528030,092-7299484,318-2385634,alcaldia@robertopayan-narino.gov.co,http://www.robertopayan-nariño.gov.co,No
212168121,890205575:3,Cabrera - Santander,DEPARTAMENTO DE SANTANDER,CABRERA (SANTANDER),CARRERA 7 NO. 7 - 43,683501,"097-3115244531,3115295601,3115280931","097-3115244531,3115295601,3115280931",alcaldia@cabrera-santander.gov.co,http://www.cabrera-santander.gov.co,No
212213222,806000701:9,Clemencia,DEPARTAMENTO DE BOLIVAR,CLEMENCIA,LA CORDIALIDAD CALLE 10 CARRERA 11 5,130510,098-956298216,098-298198,alcaldia@clemencia-bolivar.gov.co,http://www.clemencia-bolivar.gov.co,No
212215022,891801281:3,Almeida,DEPARTAMENTO DE BOYACA,ALMEIDA,CALLE 4 N° 3 - 06,153020,098-8024323,313-2020942,alcaldia@almeida-boyaca.gov.co,http://www.somondoco-boyaca.gov.co,No
212215322,800013683:9,Guateque,DEPARTAMENTO DE BOYACA,GUATEQUE,CARRERA 6 NO. 9 - 18,153050,098-7540321,098-7540321,alcaldia@guateque-boyaca.gov.co,http://www.guateque-boyaca.gov.co,No
212215522,800012628:9,Panqueba,DEPARTAMENTO DE BOYACA,PANQUEBA,CARRERAA 5 NO. 4 - 79,151260,098-7880271,098-7880271,alcaldia@panqueba-boyaca.gov.co,http://panqueba-boyaca.gov.co,No
212215822,800012635:0,Tota,DEPARTAMENTO DE BOYACA,TOTA,CARRERAA 4-2-50,001524,098-7700945,098-7700945,secretariadehacienda@tota-boyaca.gov.co,http://www.tota-boyaca.gov.co,No
212219022,891502664:8,Almaguer,DEPARTAMENTO DE CAUCA,ALMAGUER,CALLE 3 NRO 4- 31,194080,"092-8267591,8267575,8267591,3145960249",092-8267521,alcaldia@almaguer-cauca.gov.co,http://www.almaguer-cauca.gov.co,No
212219622,800095983:4,Rosas,DEPARTAMENTO DE CAUCA,ROSAS,CALLE 6 NO. 3-40 BARRIO BOLIVAR EDIFICIO ALCALDIA MUNICIPAL,193550,092-8254141,092-8254141,s-hacienda@rosas-cauca.gov.co,,No
212225322,899999442:1,Guasca,DEPARTAMENTO DE CUNDINAMARCA,GUASCA,CALLE 4 N° 3-48,251210,"091-8573161,8573154,8573478",091-8573233,secretariadehacienda@guasca-cundinamarca.gov.co,http://www.guasca-cundinamarca.gov.co,No
212252022,800099052:0,Aldana,DEPARTAMENTO DE NARIÑO,ALDANA,CARRERAA 5 N 5A 32 BARRIO EL CENTRO,524540,092-7777292,092-7777292,alcaldia@aldana-narino.gov.co,http://www.aldana-narino.gov.co,No
212268322,890204979:0,Guapotá,DEPARTAMENTO DE SANTANDER,GUAPOTA,CALLE 5 2 04,683011,097-7296211,097-7296211,tesoreria@guapota-santander.gov.co,http://www.guapota-santander.gov.co,No
212268522,800099818:5,Palmar,DEPARTAMENTO DE SANTANDER,PALMAR,CALLE 5 N° 3 - 21,683581,097-7248531,097-7248531,tesoreria@palmar-santander.gov.co,http://,No
212273622,890700911:8,Roncesvalles,DEPARTAMENTO DE TOLIMA,RONCESVALLES,CALLE 1 NO 5 10 PARRQUE PRINCIPAL,735550,"098-2250151,250152,250141",098-2250141,hacienda@roncesvalles-tolima.gov.co,http://www.alcaldiaroncesvalles.gov.co,No
212276122,891900660:6,Caicedonia,DEPARTAMENTO DE VALLE DEL CAUCA,CAICEDONIA,CARRERA 16 NO. 7-52 CAM,762540,092-2164537,092-2164615,contabilidadcai@caicedonia-valle.gov.co,http://www.alcaldiacaicedonia.gov.co,No
212276622,891900289:6,Roldanillo,DEPARTAMENTO DE VALLE DEL CAUCA,ROLDANILLO,CARRERA 7  7 17,761550,092-2294900,092-2298200,contabilidad@roldanillo-valle.gov.co,http://www.roldanillo-valle.gov.co,No
212315223,800099196:2,Cubará,DEPARTAMENTO DE BOYACA,CUBARA,CARRERAA 4 Nº 4-43 BARRIO EL COMERCIO,151420,097-8838050,097-8838050,sechacienda@cubara-boyaca.gov.co,http://www.cubara-boyaca.gov.co,No
212315723,800099441:2,Sativasur,DEPARTAMENTO DE BOYACA,SATIVASUR,CARRERA  02  03  04,150801,098-7880285,098-7880285,contactenos@sativasur-boyaca.gov.co,http://www.sativasur-boyaca.gov.co,No
212325123,800081091:9,Cachipay,DEPARTAMENTO DE CUNDINAMARCA,CACHIPAY,CALLE 4 CARRERA 5 CASA DE GOBIERNO,253020,"091-8443304,8443057",091-8443304,despacho.alcalde@cachipay-cundinamarca.gov.co,http://www.cachipay-cundinamarca.gov.co,No
212325823,800072715:8,Topaipí,DEPARTAMENTO DE CUNDINAMARCA,TOPAIPI,CARRERA 10 No. 3A-26,253820,091-3138884066,091-3138884067,hacienda@topaipi-cundinamarca.gov.co,http://topaipi-cundinamarca.gov.co/index.shtml,No
212350223,892000812:0,Cubarral,DEPARTAMENTO DEL META,CUBARRAL,CARRERA 9 NUMERO 8 12,506001,"095-986487714,6763255,",095-6763186,alcaldia@cubarral-meta.gov.co,http://www.cubarral-meta.gov.co/,No
212352323,800083672:7,Gualmatán,DEPARTAMENTO DE NARIÑO,GUALMATAN,CARRERAA 3ª CON CALLE 4ª ESQUINA. B/BOLÍVAR,524501,092-7790021,092-7790021,alcaldia@gualmatan-narino.gov.co,http://www.gualmatan-narino.gov.co,No
212354223,800013237:7,Cucutilla,DEPARTAMENTO DE NORTE DE SANTANDER,CUCUTILLA,CALLEL 3 CARRERAR 3 BARR. CENTRO,544520,"094-975677248,677219,677219",094-677219,contactenos@cucutilla-nortedesantander.gov.co,http://www.cucutilla-nortedesantander.gov.co,No
212370523,892200312:8,San Antonio de Palmito,DEPARTAMENTO DE SUCRE,PALMITO,Plaza principal San Antonio de Palmito,701050,"095-2822784,",095-2822784,sergiobuvolilara@gmail.com,http://,No
212370823,800100751:4,Toluviejo,DEPARTAMENTO DE SUCRE,TOLUVIEJO,DIAG 2 # 6-12,707050,095-2948242,095-2894003,fandresocoll@gmail.com,http://www.toluviejo-sucre.gov.co,No
212376823,891900985:4,Toro,DEPARTAMENTO DE VALLE DEL CAUCA,TORO,CALLE 11 3 09 ED MUNICIPAL,761520,"092-2210552,2210552,2210539",092-2210714,alcaldia@toro-valle.gov.co,http://www.toro-valle.com,No
212415224,891802089:1,Cucaita,DEPARTAMENTO DE BOYACA,CUCAITA,CALLE 8 NO. 6 - 48,154060,"098-7340127,0,401455",098-7340127,contactenos@cucaita-boyaca.gov.co,http://www.cucaita-boyaca.gov.co,No
212417524,890801141:7,Palestina - Caldas,DEPARTAMENTO DE CALDAS,PALESTINA (CALDAS),CARRERA 10 NO. 8-25,176040,096-3207576281,096-8710460,alcaldia@palestina-caldas.gov.co,http://www.palestinacaldas.gov.co,No
212419824,800031874:5,Totoró,DEPARTAMENTO DE CAUCA,TOTORO,CALLE PRINCIPAL ED CAM BARRIO CENTRAL,192570,"092-8275023,8275130",092-8275023,totorocauca@gmail.com,http://www.totorocauca.gov.co,No
212425224,899999406:6,Cucunubá,DEPARTAMENTO DE CUNDINAMARCA,CUCUNUBA,CALLE 3 N 2-35,250450,"091-8580024,8580133,8580024",091-8580016,tesoreria@cucunuba-cundinamarca.gov.co,http://www.cucunuba-cundinamarca.gov.co,No
212425324,800011271:9,Guataquí,DEPARTAMENTO DE CUNDINAMARCA,GUATAQUI,CARRERA 2 NO. 5 - 29 BARRIO CENTRO,252820,031-3108749875,031-3108749875,hacienda@guataqui-cundinamarca.gov.co,http://www.guataqui.cundinamarca.gov.co,No
212425524,890680173:1,Pandi,DEPARTAMENTO DE CUNDINAMARCA,PANDI,CARRERAA 4 N 3 55,252010,091-8419365,091-8419365,alcaldia@pandi-cundinamarca.gov.co,http://www.municipios.com.co/cundinamarca/pandi,No
212441524,891180021:9,Palermo,DEPARTAMENTO DE HUILA,PALERMO,CARRERAA 8 NO. 8-54,412001,"098-8784011,8784009",098-8784116,haciendatesoreria@palermo-huila.gov.co,http://www.palermo-huila.gov.co,No
212450124,892099232:4,Cabuyaro,DEPARTAMENTO DEL META,CABUYARO,CARRERAA 7 N. 7-38,472501,"098-6620209,6769809,6769296",098-6769804,hacienda@cabuyaro-meta.gov.co,http://CABUYARO-META.GOV.CO,No
212452224,800099070:3,Cuaspud (Carlosama),DEPARTAMENTO DE NARIÑO,CUASPUD (CARLOSAMA),CARRERA 3 NRO. 4 09,524560,"092-7752454,7752410,",092-7752454,contactenos@cuaspud-narino.gov.co,http://www.cuaspud-narino.gov.co,No
212468324,890210945:5,Guavatá,DEPARTAMENTO DE SANTANDER,GUAVATA,CARRERA 3 N° 4-30 MUNICIPIO DE GUAVATA,684501,"097-977527062,6322378,527061",097-7527062,alcaldiaguavata@gmail.com,http://www.guavata-santander.gov.co,No
212468524,800003253:2,Palmas del Socorro,DEPARTAMENTO DE SANTANDER,PALMAS DEL SOCORRO,CALLE 7 5-34,683541,318-3476223,097-7274266,tesoreria@palmasdelsocorro-santander.gov.co,http://www.palmasdelsocorro-santander.gov.co,No
212470124,892200058:1,Caimito,DEPARTAMENTO DE SUCRE,CAIMITO,Plaza principal,704010,"095-2904098,6670477,755076",095-2904098,financiero4@gmail.com,http://,No
212473024,890702017:7,Alpujarra,DEPARTAMENTO DE TOLIMA,ALPUJARRA,CARRERA 6 CON CALLE 5 ESQUINA B/CENTRO,730240,000-3133760206,000-0000000,alcaldia@alpujarra-tolima.gov.co,http://www.alpujarra-tolima.gov.co/,No
212473624,800100138:9,Rovira,DEPARTAMENTO DE TOLIMA,ROVIRA,CALLE 3 Nº 1 - 10,736240,"098-2880066,2880455",098-2880455,contabilidad@rovira-tolima.gov.co,http://www.rovira-tolima.gov.co,No
212499524,800103308:8,La Primavera,DEPARTAMENTO DE VICHADA,LA PRIMAVERA,CALLE 4 Nº 8-89 PALACIO MUNICIPAL,992001,313-3229084005,098-3229084005,alcaldia@laprimavera-vichada.gov.co,http://www.laprimavera-vichada.gov.co,No
212499624,800103318:1,Santa Rosalía,DEPARTAMENTO DE VICHADA,SANTA ROSALIA,CARRERA 7 NO. 5 - 14,992050,312-5020354,313-4016698,contactenos@santarosalia-vichada.gov.co,http://www.santarosalia-vichada.gov.co,No
212505125,890984224:4,Caicedo,DEPARTAMENTO DE ANTIOQUIA,CAICEDO,CALLE 5 NO. 4-01,056840,"094-8572002,8572004",094-8572223,contactenos@caicedo-antioquia.gov.co,http://www.caicedo-antioquia.gov.co,No
212505425,890980958:3,Maceo,DEPARTAMENTO DE ANTIOQUIA,MACEO,CARRERA 30 # 30-32,053460,"094-8640505,8640217,8640277",094-8640506,alcaldia@maceo-antioquia.gov.co,http://www.maceo-antioquia.gov.co,No
212515325,891800896:8,Guayatá,DEPARTAMENTO DE BOYACA,GUAYATA,CARRERA 5 N° 3 - 13 SEC PALACIO MUNICIPAL,153040,"098-7535030,7535174,","098-7535260,7535030",alcaldia@guayata-boyaca.gov.co,http://www.guayata-boyaca.gov.co/,No
212515425,891801129:1,Macanal,DEPARTAMENTO DE BOYACA,MACANAL,CARRERA 6 N° 2-73,152840,"098-7590130,7590131",098-7590132,alcaldia@macanal-boyaca.gov.co,http://www.macanal-boyaca.gov.co/,No
212527025,891600062:4,Alto Baudó (Pie de Pato),DEPARTAMENTO DE CHOCO,ALTO BAUDO  (PIE DE PATO),PIE DE PATO,276070,094-6723387,094-6723387,contactenos@choco-altobaudo.gov.co,http://www.altobaudo-choco.gov.co,No
212527425,818000941:3,Medio Atrato,DEPARTAMENTO DE CHOCO,MEDIO ATRATO,Alcaldia municipal,212527,094-3205484614,094-3205484614,dhenzel2009@hotmail.com,http://contactenos@medioatrato-choco.gov.co,No
212550325,800136458:6,Mapiripán,DEPARTAMENTO DEL META,MAPIRIPAN,CALLEL 5  21 28 PALACIO MUNICIPAL,503021,986-725875,986-725875,alcaldia@mapiripan-meta.gov.co,http://www.mapiripan-meta.gov.co/,No
212554125,800099234:4,Cácota,DEPARTAMENTO DE NORTE DE SANTANDER,CACOTA,CARRERA 3 3-57 PALACIO MUNICIPAL BARRIO CENTRO,544010,"097-290010,290014,680551",097-290010,alcaldia@cacota-nortedesantander.gov.co,http://www.cacota-nortedesantander.gov.co,No
212568425,890210947:1,Macaravita,DEPARTAMENTO DE SANTANDER,MACARAVITA,CARRERA 3 3 38,681531,097-6607679,097-6607668,luzamparogamboacotte@gmail.com,http://www.macaravita-santander.gov.co,No
212585125,800012638:2,Hato Corozal,DEPARTAMENTO DE CASANARE,HATO COROZAL,CALLE 12 NO 8-13,852010,098-6378012,098-6378012,despacho@hatocorozal-casanare.gov.co,http://www.hatocorozal-casanare.gov.co,No
212585225,800099425:4,Nunchía,DEPARTAMENTO DE CASANARE,NUNCHIA,K 5 7-44 Parque Principal - Palacio Municipal,851070,098-3112018457,098-3112018457,contador@nunchia-casanare.gov.co,http://www.nunchia-casanare.gov.co,No
212585325,800103720:1,San Luis de Palenque,DEPARTAMENTO DE CASANARE,SAN LUIS DE PALENQUE,CALLE 2 N° 5-58,853030,"098-6370011,6370013,370017",098-6370013,hacienda@sanluisdepalenque-casanare.gov.co,http://www.sanluisdepalenque.gov.co,No
212595025,800191427:1,El Retorno,DEPARTAMENTO DE GUAVIARE,EL RETORNO,Calle 13 7 13,951001,"098-6840771,6621542,6625782",098-5840771,alcaldia@elretorno-guaviare.gov.co,http://elretorno-guviare.gov.co,No
212615226,891855769:7,Cuítiva,DEPARTAMENTO DE BOYACA,CUITIVA,CALLE4 N°4-45 -PALACIO MUNICIPAL ,152230,098-7700944,098-7707864,alcaldia@cuitiva-boyaca.gov.co,http://www.cuitiva-boyaca.gov.co,No
212625126,899999465:0,Cajicá,DEPARTAMENTO DE CUNDINAMARCA,CAJICA,CALLE 2 NO. 4-07,250240,091-8795356,091-8795356,contabilidad@cajica.gov.co,http://www.cajica.gov.co,No
212625326,899999395:3,Guatavita,DEPARTAMENTO DE CUNDINAMARCA,GUATAVITA,Carrera 7 N° 03 - 05,251060,091-8577146,091-8577146,tesoreria@guatavita-cundinamarca.gov.co,http://www.guatavita-cundinamarca.gov.co/,No
212625426,899999401:1,Machetá,DEPARTAMENTO DE CUNDINAMARCA,MACHETA,CARRERA 8 N° 5 - 35 PALACIO MUNICIPAL,250840,091-8569250,091-8569250,contactenos@macheta-cundinamarca.gov.co,http://machetacundinamarca.micolombiadigital.gov.co/,No
212641026,891180118:4,Altamira,DEPARTAMENTO DE HUILA,ALTAMIRA,CARRERA 3 6 06,416020,"098-8302556,8302676,8302911",098-8302556,contactenos@altamira-huila.gov.co,http://www.altamira-huila.gov.co,No
212650226,892099184:9,Cumaral,DEPARTAMENTO DEL META,CUMARAL,CALLEL 11 20 20 BRR CENTRO,501021,608-3102537150,608-3102653280,hacienda@cumaral-meta.gov.co,http://www.cumaral-meta.gov.co/,No
212673026,890700961:6,Alvarado,DEPARTAMENTO DE TOLIMA,ALVARADO,CARRERA 3 CALLE 4 EZQUINA,730520,098-2820108,098-2820108,contabilidad@alvarado-tolima.gov.co,http://www.alvarado-tolima.gov.co,No
212673226,800100052:4,Cunday,DEPARTAMENTO DE TOLIMA,CUNDAY,CARRERA 5 CON CALLE 5 ESQUINA,734040,"098-477090,477019,477090",098-8477090,robertalexanderleytonsolercontador@gmail.com,http://www.cunday-tolima.gov.co,No
212676126,890309611:8,Calima del Darién,DEPARTAMENTO DE VALLE DEL CAUCA,CALIMA (DARIEN),CALLE 10 6 25,276126,"092-2533117,2533137,","092-2533137,2533470",tesoreria@calimaeldarien-valle.gov.co,http://www.calimaeldarien-valle.gov.co/,No
212752227,800099066:3,Cumbal,DEPARTAMENTO DE NARIÑO,CUMBAL,CARRERA 10 19 40 BRR BOLIVAR,525001,092-7798061,092-7798061,alcaldia@cumbal-narino.gov.co,http://,No
212752427,800099106:1,Magüí (Payán),DEPARTAMENTO DE NARIÑO,MAGUI (PAYAN),CARRERA 21A Nº 17-74 Oficina 306 PASTO,111111,316-4919275,092-7212802,marialu_saurez@yahoo.es,http://www.maguipayan-narino.gov.co,No
212768327,890207790:1,Güepsa,DEPARTAMENTO DE SANTANDER,GUEPSA,CALLE 3 CON CARRERA 5 ESQUINA,685541,097-7583284,097-7583227,hectoralfonsoserrano@gmail.com,http://www.guepsa-santander.gov.co,No
212805628,890983736:9,Sabanalarga - Antioquia,DEPARTAMENTO DE ANTIOQUIA,SABANALARGA (ANTIOQUIA),CALLE 20 # 19-30,057020,094-8554201,094-8554201,alcaldia@sabanalraga-antioquia.gov.co,http://www.sabanalraga.gov.co,No
212820228,800096580:4,Curumaní,DEPARTAMENTO DE CESAR,CURUMANI,CALLE 7 15-104,203060,"095-5750094,5750195",095-5750094,alcaldia@curumani-cesar.gov.co,http://www.curumani-cesar.gov.co,No
212825328,800094685:1,Guayabal de Síquima,DEPARTAMENTO DE CUNDINAMARCA,GUAYABAL DE SIQUIMA,CALLE 3 N. 4-05,253210,"091-8463676,8463777",091-8463777,contactenos@guayabaldesiquima-cundinamarca.gov.co,http://www.guayabaldesiquima-cundinamarca.gov.co,No
212854128,890501776:6,Cáchira,DEPARTAMENTO DE NORTE DE SANTANDER,CACHIRA,CALLE 5 6-110 EDIFICIO PALACIO MUNICIPAL,546030,095-5687121,095-5687121,alcaldia@cachira-nortedesantander.gov.co,http://cachira-nortedesantander.gov.co,No
212876828,891900764:3,Trujillo,DEPARTAMENTO DE VALLE DEL CAUCA,TRUJILLO,Calle 21 Carrera 19 Esquina,761020,092-2266292,092-2266292,hacienda@trujillo-valle.gov.co,http://www.trujillo-valle.gov.co,No
212905129,890980447:1,Caldas - Antioquia,DEPARTAMENTO DE ANTIOQUIA,CALDAS (ANTIOQUIA),Carrera 51 No. 127 Sur - 41,055440,094-3788500,094-3388081,secretaria.hacienda@caldasantioquia.gov.co,http://www.caldasantioquia.gov.co,No
212918029,891190431:8,Albania - Caquetá,DEPARTAMENTO DE CAQUETA,ALBANIA (CAQUETA),CALLE 6 NO. 6 - 05 BARRIO CENTRO,186038,098-4303089,098-4303089,contactenos@albania-caqueta.gov.co,http://www.albania-caqueta.gov.co,No
212968229,800099489:5,Curití,DEPARTAMENTO DE SANTANDER,CURITI,CALLE 8 NO. 8 - 55,682041,"097-7187245,7187246",097-7187245,contactenos@curiti-santander.gov.co,http://www.curiti-santander.gov.co,No
212970429,892280057:6,Majagual,DEPARTAMENTO DE SUCRE,MAJAGUAL,Calle 5   22 - 07,703050,095-2871045,095-2871045,rcguevarap@gmail.com,http://,No
213005030,890981732:0,Amagá,DEPARTAMENTO DE ANTIOQUIA,AMAGA,CALLE 51 50 76 ALCALDIA MUNICIPAL,055840,"094-8472119,8472573,472437",094-8472437,gestioncontablelepz@hotmail.com,http://www.municipiodeamaga.gov.co,No
213013030,800254879:9,Alto del Rosario,DEPARTAMENTO DE BOLIVAR,ALTO DEL ROSARIO,ALTOS DEL ROSARIO-AVENIDA PRINCIPAL,133501,314-7773281,314-7773281,alcaldia@altosdelrosario-bolivar.gov.co,http://altosdelrosario-bolivar.gov.co,No
213013430,800028432:2,Magangué,DEPARTAMENTO DE BOLIVAR,MAGANGUE,CALLE 16B # 17-65,132512,095-6877720,095-6877720,secretariadehacienda@magangue-bolivar.gov.co,http://www.magangue-bolivar.gov.co,No
213019130,891500864:5,Cajibío,DEPARTAMENTO DE CAUCA,CAJIBIO,CALLE 5 N° 1-34/38 CAM,190501,"092-8490008,490109",092-8490109,alcaldia@cajibio-cauca.gov.co,http://alcaldia municipio de cajibio,No
213025430,899999325:8,Madrid - Cundinamarca,DEPARTAMENTO DE CUNDINAMARCA,MADRID,CALLE 5 4-74,250030,"091-8250028,8250414,8250042",091-8250028,contactenos@madridcundinamarca.gov.co,http://www.madrid-cundinamarca.gov.co,No
213025530,800074120:5,Paratebueno,DEPARTAMENTO DE CUNDINAMARCA,PARATEBUENO,CARRERA 9 N° 3  34,251401,310-5523287,323-5861043,alcaldia@paratebueno-cundinamarca.gov.co,http://www.paratebueno-cundinamarca.gov.co,No
213027430,818000907:2,Medio Baudó,DEPARTAMENTO DE CHOCO,MEDIO BAUDO,PUERTO MELUK CALLE PRINCIPAL,275018,094-6713552,094-9999999,alcaldia@mediobaudo-choco.gov.co,http://www.mediobaudo-choco.gov.co,No
213041530,891102764:1,Palestina - Huila,DEPARTAMENTO DE HUILA,PALESTINA (HUILA),CALLE 3  3  42,417060,098-3158651332,098-3158651332,hacienda@palestina-huila.gov.co,http://www.palestina-huila.gov.co,No
213044430,892120020:9,Maicao,DEPARTAMENTO DE GUAJIRA,MAICAO,CALLE 12 NO. 11 36 BARRIO EL CENTRO,044430,095-7281829,095-7268903,secretariadehacienda@maicao-laguajira.gov.co,http://www.alcaldiademaicao.gov.co,No
213047030,819003219:0,Algarrobo,DEPARTAMENTO DE MAGDALENA,ALGARROBO,KR 9 N° 8 -44,472040,314-5248984,000-00000000,despacho@algarrobo-magdalena.gov.co,http://www.algarrobo-magdalena.gov.co,No
213050330,892099317:1,Mesetas,DEPARTAMENTO DEL META,MESETAS,CALLE 10 8 20 BARRIO EL JARDIN,505001,098-6598012,098-6598012,secretariadehacieda@mesetas-meta.gov.co,http://mesetas-meta.gov.co,No
213063130,890000441:4,Calarcá,DEPARTAMENTO DE QUINDIO,CALARCA,CARRERA 24 # 38 57,632001,"096-7421110,7421698,7421118",096-7422918,contabilidad@calarca-quindio.gov,http://www.calarca-quindio.gov.co,No
213070230,892200740:7,Chalán,DEPARTAMENTO DE SUCRE,CHALAN,Alcaldia Municipal frente al parque principal,701010,095-2813829,095-2813829,tesoreria@chalan-sucre.gov.co,http://www.chalan-sucre.gov.co,No
213073030,800100048:4,Ambalema,DEPARTAMENTO DE TOLIMA,AMBALEMA,CALLE 9 NO.2-59,731001,098-2856662,098-2856662,hacienda@ambalema-tolima.gov.co,http://www.ambalema-tolima.gov.co,No
213076130,891380038:1,Candelaria - Valle del Cauca,DEPARTAMENTO DE VALLE DEL CAUCA,CANDELARIA (VALLE),Plaza principal,763570,"092-2646209,2646344,2648338",092-2647856,hacienda@candelaria-valle.gov.co,http://www.candelaria-valle.gov.co,No
213085230,892099392:4,Orocué,DEPARTAMENTO DE CASANARE,OROCUE,CARRERA 8A NO 2A 15,853050,098-6365203,098-6365203,hacienda@orocue-casanare.gov.co,http://www.orocue-casanare.gov.co,No
213085430,891857861:6,Trinidad,DEPARTAMENTO DE CASANARE,TRINIDAD,CARRERA 4 NO. 5-36,853010,"098-6371007,6371072,371003",098-6371004,contactenos@trinidad-casanare.gov.co,http://trinidad-casanare.gov.co,No
213105031,890981518:0,Amalfi,DEPARTAMENTO DE ANTIOQUIA,AMALFI,CALLE 20 BOLIVAR 20 52,052840,094-8301805,094-8301805,contactenos@amalfi-antioquia.gov.co,http://www.amalfi-antioquia.gov.co,No
